,0,1,2,3
1154,7065,96145,0,b
1155,77701,85420,0,b
1156,92147,8945,0,b
1157,57703,55708,0,b
1158,63562,51801,0,b
1159,51396,13772,0,b
1160,65257,2017,0,b
1161,79243,90569,0,b
1162,81264,77249,0,b
1163,63545,57296,0,b
1164,64759,19072,0,b
1165,80753,8242,0,b
1166,69629,81456,0,b
1167,66130,12422,0,b
1168,45774,58415,0,b
1169,33377,42757,0,b
1170,46738,96575,0,b
1171,8628,4068,0,b
1172,44567,92985,0,b
1173,50266,39850,0,b
1174,55774,602,0,b
1175,91441,65663,0,b
1176,31819,43306,0,b
1177,95926,45488,0,b
1178,89595,17806,0,b
1179,87870,85757,0,b
1180,33291,43532,0,b
1181,37423,83486,0,b
1182,26629,14675,0,b
1183,16389,87678,0,b
1184,87768,45185,0,b
1185,90599,70982,0,b
1186,26096,97570,0,b
1187,23036,62722,0,b
1188,40589,62127,0,b
1189,95552,54565,0,b
1190,52510,61931,0,b
1191,19755,44608,0,b
1192,53753,2806,0,b
1193,64174,60878,0,b
1194,47299,44730,0,b
1195,88988,70300,0,b
1196,9653,46694,0,b
1197,42112,48452,0,b
1198,77173,8814,0,b
1199,24985,56316,0,b
1200,67433,42090,0,b
1201,98619,52651,0,b
1202,67986,4554,0,b
1203,32209,58014,0,b
1204,97184,43618,0,b
1205,65712,75964,0,b
1206,20778,2119,0,b
1207,34425,25513,0,b
1208,66709,98276,0,b
1209,695,69111,0,b
1210,29638,77151,0,b
1211,33624,17116,0,b
1212,48385,1796,0,b
1213,73331,28619,0,b
1214,58429,20259,0,b
1215,70744,17817,0,b
1216,20450,85795,0,b
1217,8678,44623,0,b
1218,2871,33281,0,b
1219,42364,40009,0,b
1220,81803,76175,0,b
1221,72046,86168,0,b
1222,95288,42615,0,b
1223,56949,35445,0,b
1224,66182,60474,0,b
1225,35414,90923,0,b
1226,23961,68336,0,b
1227,83213,16007,0,b
1228,77971,40086,0,b
1229,13116,44863,0,b
1230,48917,52791,0,b
1231,42336,40632,0,b
1232,16665,17310,0,b
1233,92853,24559,0,b
1234,62199,63849,0,b
1235,58893,74077,0,b
1236,89158,59710,0,b
1237,47991,52150,0,b
1238,11471,26683,0,b
1239,84328,97915,0,b
1240,82979,55856,0,b
1241,12071,92076,0,b
1242,34149,47067,0,b
1243,17184,25542,0,b
1244,17173,80501,0,b
1245,32943,33319,0,b
1246,66846,38968,0,b
1247,34593,92686,0,b
1248,41534,92474,0,b
1249,12756,18153,0,b
1250,69672,22772,0,b
1251,95036,11198,0,b
1252,78721,12776,0,b
1253,96201,75103,0,b
1254,65771,65757,0,b
1255,91769,88729,0,b
1256,4197,43071,0,b
1257,35835,86582,0,b
1258,5804,12387,0,b
1259,68072,56149,0,b
1260,57200,43116,0,b
1261,32738,88382,0,b
1262,69354,64925,0,b
1263,97418,88021,0,b
1264,99492,10186,0,b
1265,51565,41887,0,b
1266,22134,3732,0,b
1267,2685,95683,0,b
1268,53436,93918,0,b
1269,72083,45620,0,b
1270,97092,134,0,b
1271,73789,77606,0,b
1272,90258,27749,0,b
1273,59025,29696,0,b
1274,7589,44250,0,b
1275,86163,18398,0,b
1276,31258,66773,0,b
1277,88550,35114,0,b
1278,343,47854,0,b
1279,30612,90437,0,b
1280,41996,74186,0,b
1281,94208,15269,0,b
1282,55468,80871,0,b
1283,9811,84515,0,b
1284,31526,47659,0,b
1285,90040,98886,0,b
1286,76400,93466,0,b
1287,60214,40477,0,b
1288,99559,29977,0,b
1289,61131,89857,0,b
1290,20677,46004,0,b
1291,29569,29131,0,b
1292,23938,3435,0,b
1293,22418,50825,0,b
1294,56558,56626,0,b
1295,72442,77608,0,b
1296,19447,8583,0,b
1297,70591,70557,0,b
1298,7093,32394,0,b
1299,83917,89207,0,b
1300,18499,6247,0,b
1301,74226,45950,0,b
1302,8979,64555,0,b
1303,91914,1833,0,b
1304,9423,64045,0,b
1305,49687,59393,0,b
1306,48486,64291,0,b
1307,7768,6073,0,b
1308,95073,76176,0,b
1309,52912,10316,0,b
1310,58725,95444,0,b
1311,51302,13865,0,b
1312,57184,99361,0,b
1313,33029,63067,0,b
1314,96619,55816,0,b
1315,55196,64598,0,b
1316,20291,91504,0,b
1317,13495,96997,0,b
1318,5982,41408,0,b
1319,77921,4016,0,b
1320,257,45097,0,b
1321,3627,81621,0,b
1322,39417,15426,0,b
1323,84625,30117,0,b
1324,25480,77266,0,b
1325,66993,27632,0,b
1326,92385,32971,0,b
1327,51750,24492,0,b
1328,85545,43901,0,b
1329,33693,78056,0,b
1330,97759,62128,0,b
1331,91060,62593,0,b
1332,12273,34037,0,b
1333,19785,22531,0,b
1334,93665,67652,0,b
1335,72743,12999,0,b
1336,61001,72491,0,b
1337,53107,67215,0,b
1338,8445,11553,0,b
1339,36260,56449,0,b
1340,47982,65788,0,b
1341,31853,47669,0,b
1342,96032,74339,0,b
1343,66023,33176,0,b
1344,61309,31855,0,b
1345,71386,10972,0,b
1346,17726,64615,0,b
1347,27566,32872,0,b
1348,50425,68523,0,b
1349,44136,6982,0,b
1350,67726,4826,0,b
1351,44707,69447,0,b
1352,26802,93467,0,b
1353,3067,8655,0,b
1354,84462,96285,0,b
1355,524,93558,0,b
1356,96345,35002,0,b
1357,96752,16680,0,b
1358,54107,63957,0,b
1359,95139,47110,0,b
1360,19478,34228,0,b
1361,23405,47643,0,b
1362,55127,16298,0,b
1363,98281,15422,0,b
1364,596,63057,0,b
1365,59250,76360,0,b
1366,27528,13516,0,b
1367,85796,98378,0,b
1368,24837,584,0,b
1369,28159,57931,0,b
1370,97879,50970,0,b
1371,62378,34564,0,b
1372,92956,27902,0,b
1373,60424,56731,0,b
1374,27745,87694,0,b
1375,66925,76122,0,b
1376,91116,15471,0,b
1377,67046,73384,0,b
1378,26924,10272,0,b
1379,82489,8744,0,b
1380,28379,26222,0,b
1381,63130,91803,0,b
1382,15584,54434,0,b
1383,36639,89518,0,b
1384,20724,36610,0,b
1385,86654,51489,0,b
1386,92214,60089,0,b
1387,75775,3765,0,b
1388,19341,87453,0,b
1389,19118,69034,0,b
1390,15155,28916,0,b
1391,89335,21271,0,b
1392,92797,81975,0,b
1393,60153,78153,0,b
1394,33222,21636,0,b
1395,22795,68564,0,b
1396,98516,72017,0,b
1397,9589,8157,0,b
1398,49563,43626,0,b
1399,91100,54691,0,b
1400,73097,10630,0,b
1401,5552,22951,0,b
1402,50567,17120,0,b
1403,72078,76671,0,b
1404,77353,39790,0,b
1405,33668,72489,0,b
1406,4753,32903,0,b
1407,30539,33905,0,b
1408,75540,17626,0,b
1409,2411,21267,0,b
1410,73711,44160,0,b
1411,45772,6794,0,b
1412,27769,73572,0,b
1413,76817,64180,0,b
1414,68959,29942,0,b
1415,71778,37293,0,b
1416,22248,48746,0,b
1417,48199,48855,0,b
1418,60024,24086,0,b
1419,37042,90324,0,b
1420,35537,28380,0,b
1421,75080,55803,0,b
1422,3312,9467,0,b
1423,20174,86115,0,b
1424,37841,16524,0,b
1425,16789,36982,0,b
1426,9110,91472,0,b
1427,36784,11568,0,b
1428,81397,28894,0,b
1429,75169,58829,0,b
1430,50438,78048,0,b
1431,50544,66904,0,b
1432,57719,47256,0,b
1433,54688,50940,0,b
1434,27843,79639,0,b
1435,4440,27932,0,b
1436,99768,90275,0,b
1437,43926,28138,0,b
1438,53803,36610,0,b
1439,79524,84057,0,b
1440,76863,70576,0,b
1441,24989,48016,0,b
1442,52432,90940,0,b
1443,48424,3923,0,b
1444,52964,26564,0,b
1445,18497,57357,0,b
1446,56280,42173,0,b
1447,4401,98691,0,b
1448,97093,59460,0,b
1449,46230,95617,0,b
1450,28498,50137,0,b
1451,58182,14849,0,b
1452,10395,57735,0,b
1453,30032,58169,0,b
1454,78065,34699,0,b
1455,1912,13615,0,b
1456,88897,78859,0,b
1457,67182,91318,0,b
1458,35041,9119,0,b
1459,74156,82818,0,b
1460,66266,80191,0,b
1461,92881,59089,0,b
1462,49119,63024,0,b
1463,29863,9046,0,b
1464,93715,84597,0,b
1465,36703,904,0,b
1466,86547,46301,0,b
1467,45660,23456,0,b
1468,82561,24009,0,b
1469,20260,29967,0,b
1470,47469,85359,0,b
1471,1193,60640,0,b
1472,51343,9154,0,b
1473,18340,89228,0,b
1474,89473,52730,0,b
1475,35310,23498,0,b
1476,22952,31386,0,b
1477,5828,75574,0,b
1478,4717,6249,0,b
1479,23919,43542,0,b
1480,61409,52554,0,b
1481,21372,49844,0,b
1482,27996,90957,0,b
1483,37483,92672,0,b
1484,39870,65478,0,b
1485,99274,96432,0,b
1486,96418,16135,0,b
1487,12466,39818,0,b
1488,40326,45070,0,b
1489,53421,77065,0,b
1490,26462,75851,0,b
1491,5489,94744,0,b
1492,32120,32737,0,b
1493,11733,91023,0,b
1494,69845,26409,0,b
1495,49926,77017,0,b
1496,44415,15535,0,b
1497,82328,7006,0,b
1498,61535,67540,0,b
1499,32040,69904,0,b
